entidad,grupo,nombre,tipo,status,pais_codigo,estado_cve,municipio_cve,codigo_postal,colonia,nivel,capa_nivel,unidad,tipo_nombre,descripcion_desarrollo,descripcion_capa,descripcion_unidad,descripcion,altura,precio,area_m2,poligono,metadata,linea_nombre,familia_nombre,modelo_nombre,height,min_height,levels,metadata_color,metadata_unidad_plantas,metadata_unidad_estacionamiento,metadata_unidad_sala/comedor,metadata_unidad_cocina,metadata_unidad_patio_de_servicio,metadata_unidad_área_de_jardín,metadata_unidad_habitaciones,metadata_unidad_baños,metadata_unidad_m2_de_construcción,metadata_unidad_m2_de_terreno,metadata_unidad_tinaco,metadata_unidad_cisterna,metadata_unidad_construcción_de_ladrillo_rojo_recocido,metadata_unidad_construcción_de_block_de_concreto,metadata_unidad_muro_independiente,metadata_unidad_terraza,metadata_unidad_smart_house_kit,metadata_unidad_roof_garden,metadata_unidad_vestidor_recamara_principal
unidad,GT-SanAntonio,Lote 30,,disponible,MX,1,1,20343,San Gerardo,0,0,30,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29205337757743,21.80351645163858,0.0],[-102.29223647100643,21.803560017789874,0.0],[-102.29223980039282,21.80354551746876,0.0],[-102.29224290011999,21.80353096632384,0.0],[-102.2922457694131,21.80351636799232,0.0],[-102.29224621251583,21.803514015461136,0.0],[-102.29224638207681,21.803513071189446,0.0],[-102.29224653556916,21.803512124173043,0.0],[-102.29224667294858,21.803511174685347,0.0],[-102.29224679417538,21.803510223000522,0.0],[-102.29224689921458,21.8035092693933,0.0],[-102.29224698803587,21.80350831413902,0.0],[-102.29224706061358,21.803507357513467,0.0],[-102.29224711692673,21.803506399792838,0.0],[-102.29224715695914,21.803505441253666,0.0],[-102.29224718069918,21.803504482172652,0.0],[-102.29224718814,21.803503522826734,0.0],[-102.29224717927953,21.80350256349287,0.0],[-102.29224715412022,21.803501604448034,0.0],[-102.29224711266939,21.80350064596916,0.0],[-102.292247054939,21.80349968833291,0.0],[-102.29224698094573,21.8034987318158,0.0],[-102.29224689071096,21.80349777669401,0.0],[-102.29224678426068,21.80349682324328,0.0],[-102.29224666162567,21.80349587173887,0.0],[-102.29224652284134,21.80349492245553,0.0],[-102.29206474302472,21.80346068395815,0.0],[-102.2920608163027,21.80348153180106,0.0],[-102.29205852086818,21.803493210466108,0.0],[-102.29205604108651,21.80350485138185,0.0],[-102.29205337757743,21.80351645163858,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,
unidad,GT-SanAntonio,Lote 31,,disponible,MX,1,1,20343,San Gerardo,0,0,31,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29221728273225,21.803628917774258,0.0],[-102.2922215385684,21.803615257671805,0.0],[-102.2922255862254,21.803601534442848,0.0],[-102.29222942476756,21.80358775125982,0.0],[-102.29223305330751,21.80357391130904,0.0],[-102.29223647100643,21.803560017789874,0.0],[-102.29205337757743,21.80351645163858,0.0],[-102.29205064341832,21.803527566453898,0.0],[-102.29204774058636,21.80353863841453,0.0],[-102.29204466975263,21.803549664960958,0.0],[-102.29204143162701,21.80356064354411,0.0],[-102.2920380269581,21.803571571626055,0.0],[-102.29221728273225,21.803628917774258,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,si,,
unidad,GT-SanAntonio,Lote 32,,disponible,MX,1,1,20343,San Gerardo,0,0,32,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29219291696982,21.803696161415832,0.0],[-102.29219819798989,21.803682863996254,0.0],[-102.2922032762265,21.803669487821413,0.0],[-102.29220815050574,21.803656035983543,0.0],[-102.29221281970078,21.803642511592333,0.0],[-102.29221728273225,21.803628917774258,0.0],[-102.2920380269581,21.803571571626055,0.0],[-102.2920344565329,21.803582446680533,0.0],[-102.2920307211769,21.80359326619351,0.0],[-102.29202682175348,21.803604027663805,0.0],[-102.2920227591642,21.803614728603666,0.0],[-102.29201853434814,21.803625366539332,0.0],[-102.29219291696982,21.803696161415832,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier,6.5,0,2,,2,2,si,si,si,si,3,2.5,118.8,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 33,,disponible,MX,1,1,20343,San Gerardo,0,0,33,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29216351447161,21.803761360271725,0.0],[-102.29216979016897,21.803748502349542,0.0],[-102.29217586965,21.803735550498317,0.0],[-102.2921817515093,21.803722507712134,0.0],[-102.29218743438717,21.803709377006157,0.0],[-102.29219291696982,21.803696161415832,0.0],[-102.29201853434814,21.803625366539332,0.0],[-102.29201414828202,21.8036359390116,0.0],[-102.29200960197976,21.80364644357637,0.0],[-102.29200489649232,21.8036568778053,0.0],[-102.29200003290747,21.80366723928629,0.0],[-102.2919950123496,21.803677525624046,0.0],[-102.29216351447161,21.803761360271725,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 34,,disponible,MX,1,1,20343,San Gerardo,0,0,34,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.2921292450855,21.80382413771105,0.0],[-102.29213647920953,21.803811793563,0.0],[-102.2921435248169,21.803799340854134,0.0],[-102.29215038027884,21.803786782463238,0.0],[-102.2921570440106,21.803774121293447,0.0],[-102.29216351447161,21.803761360271725,0.0],[-102.2919950123496,21.803677525624046,0.0],[-102.29198983598079,21.803687734441418,0.0],[-102.29198450499538,21.803697863377256,0.0],[-102.2919790206258,21.803707910089983,0.0],[-102.2919733841399,21.803717872257067,0.0],[-102.29196759684072,21.803727747575515,0.0],[-102.2921292450855,21.80382413771105,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Habita,6.5,0,2,,2,2,si,si,si,si,3,2.5,110.37,varia,si,si,si,,si,,,,
unidad,GT-SanAntonio,Lote 35,,disponible,MX,1,1,20343,San Gerardo,0,0,35,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29199934877633,21.803994397512003,0.0],[-102.29200918653065,21.803984008617462,0.0],[-102.29201886519583,21.803973471351192,0.0],[-102.29202838253447,21.803962788149168,0.0],[-102.29203773634637,21.80395196148103,0.0],[-102.29204692446923,21.80394099384961,0.0],[-102.29190174034768,21.803821232486346,0.0],[-102.29189438984939,21.80383000659149,0.0],[-102.29188690679989,21.803838667926,0.0],[-102.29187929292897,21.803847214487625,0.0],[-102.29187154999681,21.803855644300626,0.0],[-102.29186367979335,21.803863955416283,0.0],[-102.29199934877633,21.803994397512003,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier,6.5,0,2,,2,2,si,si,si,si,3,2.5,118.8,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 36,,disponible,MX,1,1,20343,San Gerardo,0,0,36,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29209030677374,21.803884131090562,0.0],[-102.2920984575317,21.803872372022386,0.0],[-102.29210642856354,21.803860490389834,0.0],[-102.29211421802651,21.803848488939668,0.0],[-102.29212182411995,21.80383637044624,0.0],[-102.2921292450855,21.80382413771105,0.0],[-102.29196759684072,21.803727747575515,0.0],[-102.29196166006825,21.803737533763645,0.0],[-102.29195557519351,21.803747228558404,0.0],[-102.29194934362313,21.803756829718548,0.0],[-102.29194296679766,21.80376633502458,0.0],[-102.29193644619129,21.803775742279115,0.0],[-102.29209030677374,21.803884131090562,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,
unidad,GT-SanAntonio,Lote 37,,disponible,MX,1,1,20343,San Gerardo,0,0,37,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29204692446923,21.80394099384961,0.0],[-102.29205594477895,21.803929887790343,0.0],[-102.29206479519031,21.80391864587063,0.0],[-102.29207347365734,21.803907270689322,0.0],[-102.29208197817383,21.803895764876007,0.0],[-102.29209030677374,21.803884131090562,0.0],[-102.29193644619129,21.803775742279115,0.0],[-102.29192978331137,21.803785049307464,0.0],[-102.29192297969817,21.80379425395811,0.0],[-102.29191603692456,21.80380335410317,0.0],[-102.29190895659545,21.803812347638935,0.0],[-102.29190174034768,21.803821232486346,0.0],[-102.29204692446923,21.80394099384961,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,si,,
unidad,GT-SanAntonio,Lote 38,,disponible,MX,1,1,20343,San Gerardo,0,0,38,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29194785452306,21.804044033583516,0.0],[-102.29195845289273,21.804034421866675,0.0],[-102.29196890390155,21.804024650123974,0.0],[-102.29197920513343,21.804014720614333,0.0],[-102.29198935420709,21.80400463563323,0.0],[-102.29199934877633,21.803994397512003,0.0],[-102.29186367979335,21.803863955416283,0.0],[-102.29185568413796,21.80387214591324,0.0],[-102.29184756487905,21.803880213898125,0.0],[-102.29183932389351,21.803888157505845,0.0],[-102.29183096308648,21.803895974900005,0.0],[-102.29182248439076,21.803903664273477,0.0],[-102.29194785452306,21.804044033583516,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier,6.5,0,2,,2,2,si,si,si,si,3,2.5,118.8,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 39,,disponible,MX,1,1,20343,San Gerardo,0,0,39,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29189273917375,21.804089615334014,0.0],[-102.2919040369357,21.804080836318402,0.0],[-102.29191519991623,21.804071886547153,0.0],[-102.29192622553484,21.804062768089214,0.0],[-102.29193711124256,21.80405348305252,0.0],[-102.29194785452306,21.804044033583516,0.0],[-102.29182248439076,21.803903664273477,0.0],[-102.29181388976636,21.803911223848665,0.0],[-102.29180518120016,21.80391865187804,0.0],[-102.29179636070529,21.80392594664439,0.0],[-102.29178743032084,21.803933106461397,0.0],[-102.29177839211128,21.803940129673883,0.0],[-102.29189273917375,21.804089615334014,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 40,,disponible,MX,1,1,20343,San Gerardo,0,0,40,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29183432111033,21.80413087945373,0.0],[-102.29184625300135,21.80412298385264,0.0],[-102.29185806346905,21.80411490775253,0.0],[-102.29186974978319,21.80410665302042,0.0],[-102.29188130924214,21.804098221564512,0.0],[-102.29189273917375,21.804089615334014,0.0],[-102.29177839211128,21.803940129673883,0.0],[-102.291769248166,21.803947014658288,0.0],[-102.29176000059884,21.803953759822992,0.0],[-102.29175065154755,21.80396036360871,0.0],[-102.29174120317336,21.803966824488786,0.0],[-102.29173165766053,21.803973140969664,0.0],[-102.29183432111033,21.80413087945373,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Habita,6.5,0,2,,2,2,si,si,si,si,3,2.5,110.37,varia,si,si,si,,si,,,,
unidad,GT-SanAntonio,Lote 41,,disponible,MX,1,1,20343,San Gerardo,0,0,41,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29177293779344,21.804167587574362,0.0],[-102.29178543488719,21.804160620997877,0.0],[-102.29179782461712,21.804153465221727,0.0],[-102.29181010411905,21.804146121900118,0.0],[-102.29182227055429,21.804138592730588,0.0],[-102.29183432111033,21.80413087945373,0.0],[-102.29173165766053,21.803973140969664,0.0],[-102.29172201721576,21.803979311591153,0.0],[-102.29171228406751,21.80398533492676,0.0],[-102.291702460466,21.80399120958405,0.0],[-102.29169254868204,21.80399693420498,0.0],[-102.29168255100703,21.804002507466166,0.0],[-102.29177293779344,21.804167587574362,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier,6.5,0,2,,2,2,si,si,si,si,3,2.5,118.8,varia,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 42,,disponible,MX,1,1,20343,San Gerardo,0,0,42,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29170894381294,21.804199527645938,0.0],[-102.29172193391811,21.804193530337564,0.0],[-102.29173483133916,21.80418733622174,0.0],[-102.29174763309452,21.804180946730433,0.0],[-102.29176033622481,21.804174363340667,0.0],[-102.29177293779344,21.804167587574362,0.0],[-102.29168255100703,21.804002507466166,0.0],[-102.29167246975216,21.8040079280792,0.0],[-102.2916623072479,21.804013194791004,0.0],[-102.2916520658436,21.804018306384062,0.0],[-102.29164174790681,21.804023261676715,0.0],[-102.29163135582266,21.80402805952342,0.0],[-102.29170894381294,21.804199527645938,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,
unidad,GT-SanAntonio,Lote 43,,disponible,MX,1,1,20343,San Gerardo,0,0,43,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29164551703836,21.804225501028917,0.0],[-102.29165835100667,21.804220679606225,0.0],[-102.29167111337192,21.804215671723114,0.0],[-102.29168380142521,21.804210478442542,0.0],[-102.29169641247344,21.804205100866774,0.0],[-102.29170894383992,21.804199540137223,0.0],[-102.29163135584965,21.804028072014688,0.0],[-102.29162164266837,21.804032384816026,0.0],[-102.29161186957249,21.804036560069523,0.0],[-102.29161141834986,21.8040367537151,0.0],[-102.29161097056347,21.804036955179242,0.0],[-102.29161052634873,21.804037164400974,0.0],[-102.29161008584008,21.804037381317023,0.0],[-102.29160964917074,21.804037605861783,0.0],[-102.2916092164728,21.804037837967293,0.0],[-102.29160878787721,21.80403807756336,0.0],[-102.2916083635136,21.804038324577494,0.0],[-102.29160794351037,21.804038578934957,0.0],[-102.29160752799449,21.80403884055882,0.0],[-102.29160711709177,21.804039109369928,0.0],[-102.29160671092647,21.804039385286956,0.0],[-102.29160630962147,21.804039668226462,0.0],[-102.29160591329818,21.804039958102805,0.0],[-102.2916055220765,21.80404025482834,0.0],[-102.29160513607474,21.804040558313236,0.0],[-102.29160475540968,21.804040868465773,0.0],[-102.29160438019653,21.804041185192055,0.0],[-102.29160401054874,21.80404150839629,0.0],[-102.29160364657818,21.804041837980705,0.0],[-102.29160328839491,21.804042173845595,0.0],[-102.29160293610735,21.804042515889336,0.0],[-102.29160258982203,21.804042864008476,0.0],[-102.29160224964373,21.80404321809769,0.0],[-102.29160191567532,21.804043578049868,0.0],[-102.29160158801787,21.804043943756103,0.0],[-102.29160126677051,21.80404431510579,0.0],[-102.2916009520304,21.804044691986558,0.0],[-102.29160064389275,21.80404507428441,0.0],[-102.29160034245079,21.804045461883693,0.0],[-102.2916000477957,21.804045854667145,0.0],[-102.29159976001662,21.804046252515946,0.0],[-102.29159947920067,21.804046655309726,0.0],[-102.29159920543269,21.804047062926664,0.0],[-102.29159893879559,21.804047475243433,0.0],[-102.29159867936997,21.80404789213528,0.0],[-102.29159842723436,21.8040483134761,0.0],[-102.29159818246505,21.80404873913844,0.0],[-102.291597945136,21.804049168993526,0.0],[-102.29159771531909,21.804049602911316,0.0],[-102.29159749308383,21.804050040760526,0.0],[-102.2915972784974,21.804050482408726,0.0],[-102.29159707162479,21.804050927722287,0.0],[-102.2915968725285,21.804051376566512,0.0],[-102.29159668126884,21.80405182880561,0.0],[-102.29159649790361,21.80405228430276,0.0],[-102.29159632248835,21.804052742920184,0.0],[-102.29159615507605,21.804053204519125,0.0],[-102.29159599571739,21.80405366895993,0.0],[-102.29159584446056,21.804054136102142,0.0],[-102.29159570135137,21.804054605804396,0.0],[-102.29159556643307,21.804055077924637,0.0],[-102.29159543974647,21.804055552319994,0.0],[-102.29159532132991,21.804056028846983,0.0],[-102.29159521121922,21.804056507361448,0.0],[-102.2915951094477,21.804056987718635,0.0],[-102.29159501604612,21.804057469773184,0.0],[-102.2915949310428,21.80405795337933,0.0],[-102.29159485446337,21.804058438390697,0.0],[-102.29159478633106,21.804058924660637,0.0],[-102.29159472666645,21.80405941204201,0.0],[-102.29159467548757,21.804059900387372,0.0],[-102.29159463281,21.80406038954898,0.0],[-102.29159459864654,21.804060879378863,0.0],[-102.29159457300756,21.80406136972883,0.0],[-102.29159455590083,21.804061860450567,0.0],[-102.29159454733153,21.804062351395597,0.0],[-102.29159454730221,21.80406284241541,0.0],[-102.29159455581292,21.80406333336147,0.0],[-102.29159457286111,21.804063824085222,0.0],[-102.29159459844155,21.804064314438264,0.0],[-102.29159463254658,21.804064804272233,0.0],[-102.29159467516583,21.804065293438928,0.0],[-102.29159472628636,21.804065781790374,0.0],[-102.2915947858928,21.804066269178865,0.0],[-102.2915948539671,21.804066755456912,0.0],[-102.29159493048863,21.80406724047745,0.0],[-102.29159501543425,21.804067724093716,0.0],[-102.2915951087783,21.804068206159414,0.0],[-102.2915952104925,21.804068686528733,0.0],[-102.29159532054608,21.80406916505634,0.0],[-102.29159543890577,21.804069641597458,0.0],[-102.29159556553574,21.804070116007935,0.0],[-102.2915957003977,21.804070588144263,0.0],[-102.29159584345086,21.8040710578636,0.0],[-102.29159590213527,21.804071242491286,0.0],[-102.29164551703836,21.804225501028917,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,si,,
capa,GT-SanAntonio,Manzana J,horizontal,disponible,MX,1,1,20343,San Gerardo,0,0,,,,Privada con acceso directo a Piscina,,Descripción de la capa 0,0,,29500,"{""coordinates"":[[[-102.29161987923102,21.804145779937585,0.0],[-102.29164551344287,21.80422548984864,0.0],[-102.29163344422302,21.80422983074138,0.0],[-102.29162131695954,21.804234006732084,0.0],[-102.29160913390538,21.804238017044973,0.0],[-102.29137700889879,21.804312676508808,0.0],[-102.29135113088573,21.804232218739067,0.0],[-102.29135115990402,21.804232209405775,0.0],[-102.29108322757091,21.80339927599424,0.0],[-102.29123551867289,21.803350293886783,0.0],[-102.29123598902108,21.803350147123094,0.0],[-102.29123646185901,21.803350008590442,0.0],[-102.29123693704268,21.803349878331048,0.0],[-102.29123741442729,21.803349756384623,0.0],[-102.29123789386743,21.803349642788266,0.0],[-102.29123837521713,21.803349537576572,0.0],[-102.29123885832968,21.803349440781638,0.0],[-102.29123934305797,21.803349352432914,0.0],[-102.29123982925431,21.803349272557323,0.0],[-102.29124031677065,21.803349201179188,0.0],[-102.29124080545846,21.803349138320264,0.0],[-102.29124129516886,21.803349083999688,0.0],[-102.2912417857527,21.803349038234014,0.0],[-102.29124227706056,21.803349001037194,0.0],[-102.29124276894274,21.803348972420515,0.0],[-102.29124326124942,21.803348952392735,0.0],[-102.29124375383071,21.803348940959953,0.0],[-102.29124424653646,21.803348938125616,0.0],[-102.29124473921662,21.803348943890622,0.0],[-102.2912452317212,21.803348958253206,0.0],[-102.29124572390006,21.803348981209005,0.0],[-102.29124621560334,21.803349012751003,0.0],[-102.29124670668122,21.8033490528696,0.0],[-102.29124719698417,21.803349101552573,0.0],[-102.29124768636281,21.80334915878512,0.0],[-102.29124817466807,21.803349224549773,0.0],[-102.29124866175117,21.803349298826504,0.0],[-102.29124914746383,21.8033493815927,0.0],[-102.29124963165802,21.803349472823147,0.0],[-102.29125011418625,21.803349572490035,0.0],[-102.29125059490161,21.803349680563052,0.0],[-102.29125107365756,21.80334979700924,0.0],[-102.29125155030837,21.80334992179312,0.0],[-102.29125202470881,21.80335005487669,0.0],[-102.29125249671434,21.80335019621946,0.0],[-102.29125296618122,21.80335034577831,0.0],[-102.29125343296646,21.803350503507716,0.0],[-102.2912538969278,21.803350669359624,0.0],[-102.291254357924,21.803350843283493,0.0],[-102.29125481581461,21.803351025226398,0.0],[-102.29125527046008,21.80335121513286,0.0],[-102.29125572172204,21.80335141294506,0.0],[-102.29125616946295,21.803351618602765,0.0],[-102.29125661354644,21.803351832043276,0.0],[-102.29125705383726,21.803352053201618,0.0],[-102.29125749020125,21.80335228201039,0.0],[-102.29125792250552,21.80335251839993,0.0],[-102.29125835061842,21.80335276229823,0.0],[-102.29125877440946,21.803353013630968,0.0],[-102.29125919374961,21.80335327232161,0.0],[-102.29125960851113,21.80335353829134,0.0],[-102.29126001856766,21.80335381145915,0.0],[-102.29126042379428,21.803354091741827,0.0],[-102.29126082406758,21.803354379053992,0.0],[-102.29126121926566,21.80335467330813,0.0],[-102.29126160926808,21.803354974414603,0.0],[-102.29126199395607,21.803355282281697,0.0],[-102.29126237321245,21.803355596815667,0.0],[-102.2912627469217,21.803355917920626,0.0],[-102.29126311497,21.80335624549883,0.0],[-102.29126347724515,21.803356579450465,0.0],[-102.29126383363692,21.803356919673792,0.0],[-102.29126418403668,21.803357266065237,0.0],[-102.29126452833772,21.803357618519204,0.0],[-102.29126486643513,21.803357976928385,0.0],[-102.29126519822594,21.80335834118359,0.0],[-102.29126552360908,21.80335871117387,0.0],[-102.29126584248547,21.80335908678652,0.0],[-102.29126615475793,21.803359467907118,0.0],[-102.29126646033137,21.80335985441958,0.0],[-102.29126675911273,21.803360246206157,0.0],[-102.2912670510109,21.803360643147514,0.0],[-102.29126733593705,21.80336104512276,0.0],[-102.29126761380441,21.803361452009433,0.0],[-102.29126788452822,21.803361863683563,0.0],[-102.29126814802618,21.803362280019797,0.0],[-102.29126840421787,21.80336270089127,0.0],[-102.29126865302536,21.80336312616982,0.0],[-102.2912688943728,21.803363555725884,0.0],[-102.29126912818674,21.803363989428618,0.0],[-102.29126935439588,21.803364427145915,0.0],[-102.29126957293131,21.803364868744428,0.0],[-102.29126978372655,21.80336531408968,0.0],[-102.29126998671732,21.80336576304598,0.0],[-102.29127018184182,21.80336621547656,0.0],[-102.29127036904057,21.803366671243634,0.0],[-102.2912705482566,21.803367130208372,0.0],[-102.29127071943529,21.803367592230938,0.0],[-102.29127088252449,21.803368057170626,0.0],[-102.29127103747454,21.803368524885816,0.0],[-102.29153437746163,21.804173280276093,0.0],[-102.29161987923102,21.804145779937585,0.0]]],""type"":""Polygon""}",{},{},,,0,0,0,,,,,,,,,,,,,,,,,,,,
unidad,GT-SanAntonio,Lote 44,,disponible,MX,1,1,20343,San Gerardo,0,0,44,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29161987923102,21.804145779937585,0.0],[-102.29135113088573,21.804232218739067,0.0],[-102.29137700889879,21.804312676508808,0.0],[-102.29160913390538,21.804238017044973,0.0],[-102.29162131695954,21.804234006732084,0.0],[-102.29163344422302,21.80422983074138,0.0],[-102.29164551344287,21.80422548984864,0.0],[-102.29161987923102,21.804145779937585,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Arena,6.5,,2,,2,2,si,si,si,si,3,2.5,162.5,126.7,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 45,,disponible,MX,1,1,20343,San Gerardo,0,0,45,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,6.5,1200000,129,"{""coordinates"":[[[[-102.2913338430831,21.80417846893836,0.0],[-102.29135113088573,21.804232218739067,0.0],[-102.29153029688806,21.804174592730277,0.0],[-102.29151300908543,21.80412084292958,0.0],[-102.2913338430831,21.80417846893836,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Bahia,6.5,,2,,2,2,si,si,si,si,3,2.5,130,126.7,si,si,si,,,,,,
unidad,GT-SanAntonio,Lote 46,,disponible,MX,1,1,20343,San Gerardo,0,0,46,casa,,,"Casa de 2 plantas con cochera, 180 m² de const.",,3.5,1200000,129,"{""coordinates"":[[[[-102.29110910164883,21.803479721529285,0.0],[-102.29112638945146,21.803533471329988,0.0],[-102.2913055554538,21.803475845321213,0.0],[-102.29128826765117,21.803422095520506,0.0],[-102.29110910164883,21.803479721529285,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Burgos,3.5,,1,,1,1,si,si,si,si,3,1,,varia,si,si,si,,,,,,
