parent_category_en,parent_category_es,type_code,type_name_en,type_name_es,added_2026_02_12,table,source_url
Services,Servicios,insurance_agency,Insurance Agency,Agencia de seguros,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,laundry,Laundry,Lavandería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,lawyer,Lawyer,Abogado,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,locksmith,Locksmith,Cerrajero,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,makeup_artist,Makeup Artist,Maquillista,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,marketing_consultant,Marketing Consultant,Consultor de marketing,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,moving_company,Moving Company,Empresa de mudanzas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,nail_salon,Nail Salon,Salón de uñas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,non_profit_organization,Non Profit Organization,Organización sin fines de lucro,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,painter,Painter,Pintor,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,pet_boarding_service,Pet Boarding Service,Hospedaje para mascotas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,pet_care,Pet Care,Cuidado de mascotas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,plumber,Plumber,Plomero,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,psychic,Psychic,Psíquico,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,real_estate_agency,Real Estate Agency,Agencia inmobiliaria,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,roofing_contractor,Roofing Contractor,Contratista de techos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,service,Service,Servicio,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,shipping_service,Shipping Service,Servicio de envíos,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,storage,Storage,Almacenamiento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,summer_camp_organizer,Summer Camp Organizer,Organizador de campamentos de verano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,tailor,Tailor,Sastre,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,telecommunications_service_provider,Telecommunications Service Provider,Proveedor de servicios de telecomunicaciones,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,tour_agency,Tour Agency,Agencia de tours,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,tourist_information_center,Tourist Information Center,Centro de información turística,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,travel_agency,Travel Agency,Agencia de viajes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,veterinary_care,Veterinary Care,Atención veterinaria,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,asian_grocery_store,Asian Grocery Store,Tienda de comestibles asiáticos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,auto_parts_store,Auto Parts Store,Tienda de autopartes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,bicycle_store,Bicycle Store,Tienda de bicicletas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,book_store,Book Store,Librería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,building_materials_store,Building Materials Store,Tienda de materiales de construcción,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,butcher_shop,Butcher Shop,Carnicería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,cell_phone_store,Cell Phone Store,Tienda de teléfonos celulares,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,clothing_store,Clothing Store,Tienda de ropa,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,convenience_store,Convenience Store,Tienda de conveniencia,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,cosmetics_store,Cosmetics Store,Tienda de cosméticos,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,department_store,Department Store,Tienda departamental,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,discount_store,Discount Store,Tienda de descuento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,discount_supermarket,Discount Supermarket,Supermercado de descuento,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,electronics_store,Electronics Store,Tienda de electrónica,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,farmers_market,Farmers Market,Mercado de productores,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,flea_market,Flea Market,Mercado de pulgas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,food_store,Food Store,Tienda de alimentos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,furniture_store,Furniture Store,Tienda de muebles,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,garden_center,Garden Center,Centro de jardinería,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,general_store,General Store,Tienda general,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,gift_shop,Gift Shop,Tienda de regalos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,grocery_store,Grocery Store,Tienda de comestibles,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,hardware_store,Hardware Store,Ferretería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,health_food_store,Health Food Store,Tienda de alimentos saludables,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,home_goods_store,Home Goods Store,Tienda de artículos para el hogar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,home_improvement_store,Home Improvement Store,Tienda de mejoras para el hogar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,hypermarket,Hypermarket,Hipermercado,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,jewelry_store,Jewelry Store,Joyería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,liquor_store,Liquor Store,Tienda de bebidas alcohólicas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,market,Market,Mercado,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,pet_store,Pet Store,Tienda de mascotas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,shoe_store,Shoe Store,Zapatería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,shopping_mall,Shopping Mall,Centro comercial,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,sporting_goods_store,Sporting Goods Store,Tienda de artículos deportivos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,sportswear_store,Sportswear Store,Tienda de ropa deportiva,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,store,Store,Tienda,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,supermarket,Supermarket,Supermercado,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,tea_store,Tea Store,Tienda de té,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,thrift_store,Thrift Store,Tienda de segunda mano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,toy_store,Toy Store,Juguetería,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,warehouse_store,Warehouse Store,Tienda de almacén,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,wholesaler,Wholesaler,Mayorista,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Shopping,Compras,womens_clothing_store,Womens Clothing Store,Tienda de ropa para mujer,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,arena,Arena,Arena,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,athletic_field,Athletic Field,Campo deportivo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,fishing_charter,Fishing Charter,Servicio de pesca deportiva,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,fishing_pier,Fishing Pier,Muelle de pesca,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,fishing_pond,Fishing Pond,Estanque de pesca,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,fitness_center,Fitness Center,Centro de acondicionamiento físico,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,golf_course,Golf Course,Campo de golf,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,gym,Gym,Gimnasio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,ice_skating_rink,Ice Skating Rink,Pista de patinaje sobre hielo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,indoor_golf_course,Indoor Golf Course,Campo de golf interior,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,playground,Playground,Área de juegos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,race_course,Race Course,Pista de carreras,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,ski_resort,Ski Resort,Centro de esquí,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,sports_activity_location,Sports Activity Location,Lugar para actividades deportivas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,sports_club,Sports Club,Club deportivo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,sports_coaching,Sports Coaching,Entrenamiento deportivo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,sports_complex,Sports Complex,Complejo deportivo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,sports_school,Sports School,Escuela deportiva,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,stadium,Stadium,Estadio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,swimming_pool,Swimming Pool,Alberca,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Sports,Deportes,tennis_court,Tennis Court,Cancha de tenis,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,airport,Airport,Aeropuerto,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,airstrip,Airstrip,Pista de aterrizaje,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,bike_sharing_station,Bike Sharing Station,Estación de bicicletas compartidas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,bridge,Bridge,Puente,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,bus_station,Bus Station,Central de autobuses,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,bus_stop,Bus Stop,Parada de autobús,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,ferry_service,Ferry Service,Servicio de ferry,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,ferry_terminal,Ferry Terminal,Terminal de ferry,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,heliport,Heliport,Helipuerto,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,international_airport,International Airport,Aeropuerto internacional,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,light_rail_station,Light Rail Station,Estación de tren ligero,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,park_and_ride,Park and Ride,Estacionamiento disuasorio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,subway_station,Subway Station,Estación de metro,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,taxi_service,Taxi Service,Servicio de taxi,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,taxi_stand,Taxi Stand,Sitio de taxis,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,toll_station,Toll Station,Caseta de peaje,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,train_station,Train Station,Estación de tren,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,train_ticket_office,Train Ticket Office,Taquilla de tren,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,tram_stop,Tram Stop,Parada de tranvía,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,transit_depot,Transit Depot,Depósito de transporte,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,transit_station,Transit Station,Estación de transporte público,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,transit_stop,Transit Stop,Parada de transporte público,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,transportation_service,Transportation Service,Servicio de transporte,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Transportation,Transporte,truck_stop,Truck Stop,Parada para camiones,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
